LAT,LON,Data_Type,Date,Time,State,County,Town,??,Direction,,,Category,Amount,Measurement,Source,Summary
44.63,-73.02,Moderate Rain,07/11/24,545 AM,VT,Chittenden,Westford,1,N,,,RAIN,2.35,Inch,Public,Storm Total Rainfall
44.5843,-72.787,Moderate Rain,07/11/24,730 AM,VT,Lamoille,Smugglers Notch,3,N,,,RAIN,2.35,Inch,Co-Op Observer,Storm Total Rainfall
44.5589,-72.8592,Moderate Rain,07/11/24,700 AM,VT,Chittenden,Pleasant Valley,,,,,RAIN,2.3,Inch,Mesonet,Storm Total Rainfall
44.8478,-73.2808,Moderate Rain,07/11/24,700 AM,VT,Grand Isle,North Hero,,,,,RAIN,2.28,Inch,Mesonet,Storm Total Rainfall
44.1111,-72.8564,Moderate Rain,07/11/24,700 AM,VT,Washington,Warren,,,,,RAIN,2.28,Inch,Mesonet,Storm Total Rainfall
44.66,-73.28,Moderate Rain,07/11/24,543 AM,VT,Grand Isle,Keeler Bay,2,E,,,RAIN,2.24,Inch,Public,Storm Total Rainfall
44.9259,-73.1215,Moderate Rain,07/11/24,630 AM,VT,Franklin,Swanton,1,NNE,,,RAIN,2.23,Inch,CoCoRaHS,Storm Total Rainfall
44.4458,-73.215,Moderate Rain,07/11/24,820 AM,VT,Chittenden,South Burlington,,,,,RAIN,2.21,Inch,AWS,Storm Total Rainfall
43.6606,-72.8372,Moderate Rain,07/11/24,700 AM,VT,Rutland,Killington,,,,,RAIN,2.21,Inch,Mesonet,Storm Total Rainfall
44.9797,-72.9219,Moderate Rain,07/11/24,820 AM,VT,Franklin,Franklin,,,,,RAIN,2.17,Inch,AWS,Storm Total Rainfall
44.0746,-72.9718,Moderate Rain,07/11/24,700 AM,VT,Addison,South Lincoln,1,NE,,,RAIN,2.13,Inch,Co-Op Observer,Storm Total Rainfall
44.0181,-73.1684,Moderate Rain,07/11/24,700 AM,VT,Addison,Middlebury,,N,,,RAIN,2.08,Inch,CoCoRaHS,Storm Total Rainfall
44.888,-73.1671,Moderate Rain,07/11/24,702 AM,VT,Franklin,Swanton,3,SW,,,RAIN,2.07,Inch,CoCoRaHS,Storm Total Rainfall
44.8083,-72.0083,Moderate Rain,07/11/24,700 AM,VT,Orleans,East Charleston,,,,,RAIN,2.06,Inch,Mesonet,Storm Total Rainfall
44.8633,-73.0556,Moderate Rain,07/11/24,820 AM,VT,Franklin,Swanton Junction,2,ESE,,,RAIN,2.03,Inch,AWS,Storm Total Rainfall
44.9447,-72.7969,Moderate Rain,07/11/24,700 AM,VT,Franklin,Enosburg Falls,3,N,,,RAIN,2,Inch,CoCoRaHS,Storm Total Rainfall
43.7602,-73.195,Moderate Rain,07/11/24,700 AM,VT,Rutland,Sudbury,3,S,,,RAIN,2,Inch,CoCoRaHS,Storm Total Rainfall
44.583,-73.1017,Moderate Rain,07/11/24,700 AM,VT,Chittenden,Milton,3,SSE,,,RAIN,1.99,Inch,CoCoRaHS,Storm Total Rainfall
44.8856,-73.0419,Moderate Rain,07/11/24,820 AM,VT,Franklin,Highgate Falls,3,SSW,,,RAIN,1.98,Inch,AWS,Storm Total Rainfall
44.0176,-73.1647,Moderate Rain,07/11/24,700 AM,VT,Addison,Middlebury,,NE,,,RAIN,1.96,Inch,CoCoRaHS,Storm Total Rainfall
44.9631,-73.2517,Moderate Rain,07/11/24,815 AM,VT,Grand Isle,Alburgh,,,,,RAIN,1.92,Inch,CWOP,Storm Total Rainfall
44.6467,-72.8942,Moderate Rain,07/11/24,700 AM,VT,Lamoille,Cambridge,,,,,RAIN,1.91,Inch,Mesonet,Storm Total Rainfall
44.4667,-73.15,Moderate Rain,07/11/24,820 AM,VT,Chittenden,Burlington Intl Airport,,,,,RAIN,1.9,Inch,ASOS,Storm Total Rainfall
44.7164,-72.7281,Moderate Rain,07/11/24,700 AM,VT,Lamoille,Waterville,,,,,RAIN,1.89,Inch,Mesonet,Storm Total Rainfall
43.6233,-72.8772,Moderate Rain,07/11/24,700 AM,VT,Rutland,Mendon,,,,,RAIN,1.89,Inch,Mesonet,Storm Total Rainfall
44.658,-72.6786,Moderate Rain,07/11/24,700 AM,VT,Lamoille,Johnson,2,N,,,RAIN,1.87,Inch,Co-Op Observer,Storm Total Rainfall
44.54,-72.97,Moderate Rain,07/11/24,546 AM,VT,Chittenden,Underhill,2,NW,,,RAIN,1.8,Inch,Public,Storm Total Rainfall
43.8494,-72.4117,Moderate Rain,07/11/24,700 AM,VT,Orange,Strafford,,,,,RAIN,1.75,Inch,Mesonet,Storm Total Rainfall
43.66,-72.84,Moderate Rain,07/11/24,630 AM,VT,Rutland,Gifford Woods State Park,2,SW,,,RAIN,1.71,Inch,Public,Storm Total Rainfall
44.0077,-73.1572,Moderate Rain,07/11/24,602 AM,VT,Addison,Middlebury,,,,,RAIN,1.68,Inch,Public,Storm Total Rainfall
44.5877,-72.9225,Moderate Rain,07/11/24,700 AM,VT,Chittenden,Underhill,4,NNE,,,RAIN,1.64,Inch,CoCoRaHS,Storm Total Rainfall
44.5981,-72.9188,Moderate Rain,07/11/24,610 AM,VT,Chittenden,Underhill,5,NNE,,,RAIN,1.63,Inch,CoCoRaHS,Storm Total Rainfall
44.4914,-73.1119,Moderate Rain,07/11/24,700 AM,VT,Chittenden,Essex Jct,,,,,RAIN,1.61,Inch,Mesonet,Storm Total Rainfall
43.6386,-72.72,Moderate Rain,07/11/24,700 AM,VT,Windsor,Bridgewater,,,,,RAIN,1.6,Inch,Mesonet,Storm Total Rainfall
44.48,-73.22,Moderate Rain,07/11/24,700 AM,VT,Chittenden,ECHO - Burlington Waterfront,,,,,RAIN,1.58,Inch,Mesonet,Storm Total Rainfall
44.4811,-73.2187,Moderate Rain,07/11/24,700 AM,VT,Chittenden,Burlington,1,NW,,,RAIN,1.57,Inch,CoCoRaHS,Storm Total Rainfall
44.6272,-72.8417,Moderate Rain,07/11/24,700 AM,VT,Lamoille,Jeffersonville,1,SSW,,,RAIN,1.54,Inch,CoCoRaHS,Storm Total Rainfall
44.9081,-72.9214,Moderate Rain,07/11/24,700 AM,VT,Franklin,Sheldon Junction,,,,,RAIN,1.51,Inch,Mesonet,Storm Total Rainfall
43.99,-72.18,Moderate Rain,07/11/24,659 AM,VT,Orange,Bradford Center,2,SSW,,,RAIN,1.51,Inch,Public,Storm Total Rainfall
43.6752,-73.0154,Moderate Rain,07/11/24,545 AM,VT,Rutland,Pittsford,2,SSE,,,RAIN,1.51,Inch,CoCoRaHS,Storm Total Rainfall
43.9733,-73.0145,Moderate Rain,07/11/24,830 AM,VT,Addison,Ripton,1,E,,,RAIN,1.42,Inch,CoCoRaHS,Storm Total Rainfall
43.37,-73.14,Moderate Rain,07/11/24,626 AM,VT,Rutland,Pawlet,2,NE,,,RAIN,1.35,Inch,Public,Storm Total Rainfall
44.6653,-72.7992,Moderate Rain,07/11/24,700 AM,VT,Lamoille,Cambridge Junction,,,,,RAIN,1.32,Inch,Mesonet,Storm Total Rainfall
43.8629,-73.0822,Moderate Rain,07/11/24,800 AM,VT,Addison,Leicester,1,E,,,RAIN,1.3,Inch,CoCoRaHS,Storm Total Rainfall
43.7339,-72.6458,Moderate Rain,07/11/24,700 AM,VT,Windsor,Barnard,,,,,RAIN,1.3,Inch,Mesonet,Storm Total Rainfall
44.5372,-73.0608,Moderate Rain,07/11/24,700 AM,VT,Chittenden,Essex,,,,,RAIN,1.27,Inch,Mesonet,Storm Total Rainfall
43.82,-72.52,Moderate Rain,07/11/24,634 AM,VT,Windsor,South Royalton,,,,,RAIN,1.27,Inch,Public,Storm Total Rainfall
43.9214,-72.2305,Moderate Rain,07/11/24,700 AM,VT,Orange,West Fairlee,2,ENE,,,RAIN,1.26,Inch,CoCoRaHS,Storm Total Rainfall
44.1,-72.18,Moderate Rain,07/11/24,1133 AM,VT,Orange,Topsham Four Corners,2,E,,,RAIN,1.24,Inch,Public,Storm Total Rainfall
43.6978,-73.3108,Moderate Rain,07/11/24,700 AM,VT,Rutland,Benson,,,,,RAIN,1.23,Inch,Mesonet,Storm Total Rainfall
43.81,-73.3,Moderate Rain,07/11/24,602 AM,VT,Addison,Orwell,1,N,,,RAIN,1.21,Inch,Public,Storm Total Rainfall
43.9418,-73.2832,Moderate Rain,07/11/24,800 AM,VT,Addison,Shoreham,4,NNE,,,RAIN,1.2,Inch,CoCoRaHS,Storm Total Rainfall
43.8119,-73.3197,Moderate Rain,07/11/24,700 AM,VT,Addison,Orwell,1,WNW,,,RAIN,1.1,Inch,CoCoRaHS,Storm Total Rainfall
43.8333,-72.3556,Moderate Rain,07/11/24,630 AM,VT,Orange,Strafford,2,SE,,,RAIN,1.07,Inch,CoCoRaHS,Storm Total Rainfall
43.9972,-72.7157,Moderate Rain,07/11/24,700 AM,VT,Orange,Braintree,,,,,RAIN,1.06,Inch,Mesonet,Storm Total Rainfall
43.52,-72.69,Moderate Rain,07/11/24,632 AM,VT,Windsor,Coolidge State Park,2,S,,,RAIN,1.05,Inch,Public,Storm Total Rainfall
44.0278,-72.27,Moderate Rain,07/11/24,700 AM,VT,Orange,Corinth,,,,,RAIN,1.04,Inch,Mesonet,Storm Total Rainfall
44.0281,-72.4725,Moderate Rain,07/11/24,700 AM,VT,Orange,Chelsea,,,,,RAIN,1,Inch,Mesonet,Storm Total Rainfall
43.46,-72.83,Rain,07/11/24,630 AM,VT,Rutland,Mount Holly,1,NNW,,,RAIN,0.97,Inch,Public,Storm Total Rainfall
43.54,-72.94,Rain,07/11/24,620 AM,VT,Rutland,Pierces Corner,1,E,,,RAIN,0.96,Inch,Public,Storm Total Rainfall
43.715,-72.5067,Rain,07/11/24,700 AM,VT,Windsor,North Pomfret,,,,,RAIN,0.96,Inch,Mesonet,Storm Total Rainfall
43.69,-72.5,Rain,07/11/24,633 AM,VT,Windsor,Pomfret,1,SE,,,RAIN,0.95,Inch,Public,Storm Total Rainfall
43.5842,-72.5706,Rain,07/11/24,700 AM,VT,Windsor,Woodstock,,,,,RAIN,0.91,Inch,Mesonet,Storm Total Rainfall
43.4337,-72.9903,Rain,07/11/24,700 AM,VT,Rutland,Wallingford,3,SSW,,,RAIN,0.87,Inch,CoCoRaHS,Storm Total Rainfall
44.1083,-72.5694,Rain,07/11/24,700 AM,VT,Orange,Williamstown,,,,,RAIN,0.85,Inch,Mesonet,Storm Total Rainfall
43.9811,-72.3669,Rain,07/11/24,700 AM,VT,Orange,Vershire,,,,,RAIN,0.84,Inch,Mesonet,Storm Total Rainfall
43.8012,-73.0865,Rain,07/11/24,620 AM,VT,Rutland,Brandon,,,,,RAIN,0.84,Inch,Public,Storm Total Rainfall
43.8942,-72.7699,Rain,07/11/24,700 AM,VT,Windsor,Rochester,2,NE,,,RAIN,0.84,Inch,CoCoRaHS,Storm Total Rainfall
43.6253,-72.9779,Rain,07/11/24,700 AM,VT,Rutland,Rutland,1,N,,,RAIN,0.83,Inch,CoCoRaHS,Storm Total Rainfall
43.7408,-72.7208,Rain,07/11/24,700 AM,VT,Windsor,Stockbridge,,,,,RAIN,0.83,Inch,Mesonet,Storm Total Rainfall
43.5081,-72.8824,Rain,07/11/24,700 AM,VT,Rutland,Shrewsbury,1,W,,,RAIN,0.8,Inch,CoCoRaHS,Storm Total Rainfall
44.0069,-72.3194,Rain,07/11/24,655 AM,VT,Orange,Corinth Corners,2,E,,,RAIN,0.79,Inch,Co-Op Observer,Storm Total Rainfall
43.8228,-72.6019,Rain,07/11/24,700 AM,VT,Windsor,Royalton,,,,,RAIN,0.78,Inch,Mesonet,Storm Total Rainfall
43.894,-72.7715,Rain,07/11/24,815 AM,VT,Windsor,Rochester,,,,,RAIN,0.77,Inch,CWOP,Storm Total Rainfall
43.78,-72.3,Rain,07/11/24,633 AM,VT,Windsor,Goodrich Four Corners,2,NNW,,,RAIN,0.77,Inch,Public,Storm Total Rainfall
43.9357,-72.7483,Rain,07/11/24,730 AM,VT,Orange,Braintree,3,SW,,,RAIN,0.75,Inch,CoCoRaHS,Storm Total Rainfall
43.43,-73.2,Rain,07/11/24,626 AM,VT,Rutland,Wells,1,N,,,RAIN,0.75,Inch,Public,Storm Total Rainfall
43.4281,-73.2006,Rain,07/11/24,700 AM,VT,Rutland,Wells,,,,,RAIN,0.74,Inch,Mesonet,Storm Total Rainfall
43.8061,-72.1886,Rain,07/11/24,700 AM,VT,Orange,East Thetford,,,,,RAIN,0.73,Inch,Mesonet,Storm Total Rainfall
43.89,-72.21,Rain,07/11/24,659 AM,VT,Orange,Ely,2,WNW,,,RAIN,0.72,Inch,Public,Storm Total Rainfall
43.8444,-72.7026,Rain,07/11/24,823 AM,VT,Windsor,Bethel,4,WNW,,,RAIN,0.72,Inch,CoCoRaHS,Storm Total Rainfall
43.5167,-72.95,Rain,07/11/24,756 AM,VT,Rutland,Rutland Airport,,,,,RAIN,0.7,Inch,AWOS,Storm Total Rainfall
43.87,-72.84,Rain,07/11/24,634 AM,VT,Windsor,Rochester,1,SW,,,RAIN,0.68,Inch,Public,Storm Total Rainfall
43.7361,-72.8181,Rain,07/11/24,800 AM,VT,Rutland,Pittsfield,3,S,,,RAIN,0.66,Inch,CoCoRaHS,Storm Total Rainfall
43.454,-72.9275,Rain,07/11/24,800 AM,VT,Rutland,Wallingford,3,ESE,,,RAIN,0.63,Inch,CoCoRaHS,Storm Total Rainfall
43.6303,-72.5072,Rain,07/11/24,800 AM,VT,Windsor,Woodstock,1,E,,,RAIN,0.6,Inch,Co-Op Observer,Storm Total Rainfall
43.8442,-72.1833,Rain,07/11/24,700 AM,VT,Orange,North Thetford,,,,,RAIN,0.58,Inch,Mesonet,Storm Total Rainfall
43.8703,-72.5867,Rain,07/11/24,700 AM,VT,Windsor,East Bethel,,,,,RAIN,0.58,Inch,Mesonet,Storm Total Rainfall
43.9344,-72.6583,Rain,07/11/24,755 AM,VT,Orange,Randolph,1,NE,,,RAIN,0.57,Inch,HADS,Storm Total Rainfall
43.735,-72.2938,Rain,07/11/24,700 AM,VT,Windsor,Norwich,2,NNE,,,RAIN,0.57,Inch,CoCoRaHS,Storm Total Rainfall
43.94,-72.66,Rain,07/11/24,700 AM,VT,Orange,Randolph,,,,,RAIN,0.53,Inch,Mesonet,Storm Total Rainfall
43.4458,-72.7808,Rain,07/11/24,700 AM,VT,Rutland,Mount Holly,,,,,RAIN,0.51,Inch,Mesonet,Storm Total Rainfall
43.7914,-72.2572,Rain,07/11/24,700 AM,VT,Orange,Union Village NEPP,,,,,RAIN,0.5,Inch,Co-Op Observer,Storm Total Rainfall
43.6433,-72.4323,Rain,07/11/24,818 AM,VT,Windsor,QUECHEE,,,,,RAIN,0.45,Inch,CWOP,Storm Total Rainfall
43.4673,-73.2143,Rain,07/11/24,820 AM,VT,Rutland,POULTNEY,,,,,RAIN,0.44,Inch,CWOP,Storm Total Rainfall
43.4147,-72.8042,Rain,07/11/24,700 AM,VT,Rutland,Belmont,,,,,RAIN,0.44,Inch,Mesonet,Storm Total Rainfall
43.5806,-73.0407,Rain,07/11/24,800 AM,VT,Rutland,West Rutland,1,SSE,,,RAIN,0.42,Inch,CoCoRaHS,Storm Total Rainfall
43.6027,-72.3621,Rain,07/11/24,700 AM,VT,Windsor,North Hartland,1,NNE,,,RAIN,0.27,Inch,Co-Op Observer,Storm Total Rainfall
43.6107,-73.0466,Rain,07/11/24,615 AM,VT,Rutland,West Rutland,1,N,,,RAIN,0.25,Inch,CoCoRaHS,Storm Total Rainfall
43.5211,-72.5356,Rain,07/11/24,700 AM,VT,Windsor,Reading,,,,,RAIN,0.25,Inch,Mesonet,Storm Total Rainfall
43.5236,-72.6936,Rain,07/11/24,700 AM,VT,Windsor,Plymouth,,,,,RAIN,0.23,Inch,Mesonet,Storm Total Rainfall
43.4,-72.48,Rain,07/11/24,631 AM,VT,Windsor,Nelsons Corner,1,SE,,,RAIN,0.19,Inch,Public,Storm Total Rainfall
43.31,-72.76,Rain,07/11/24,631 AM,VT,Windsor,Middletown,2,NW,,,RAIN,0.17,Inch,Public,Storm Total Rainfall
43.5336,-72.4805,Rain,07/11/24,800 AM,VT,Windsor,Hartland,4,W,,,RAIN,0.16,Inch,CoCoRaHS,Storm Total Rainfall
43.4616,-72.492,Rain,07/11/24,700 AM,VT,Windsor,West Windsor,2,S,,,RAIN,0.16,Inch,CoCoRaHS,Storm Total Rainfall
43.4069,-72.434,Rain,07/11/24,630 AM,VT,Windsor,Weathersfield,1,WNW,,,RAIN,0.16,Inch,CoCoRaHS,Storm Total Rainfall
43.4567,-72.4142,Rain,07/11/24,700 AM,VT,Windsor,Windsor,,,,,RAIN,0.15,Inch,Mesonet,Storm Total Rainfall
